Ano,title,Rating,Duração,Taxa_Liked_Watched,Id,atributos
2021,Lulli,2.4,90,0.07,85,"Lulli César Rodrigues After getting electrocuted by an MRI machine, an ambitious young medical student begins to hear the thoughts of others. romance fantasy comedy"
2006,‘Se Eu Fosse Você’,2.9,108,0.04,86,"If I Were You Daniel Filho The publicist Claudio and the housewife and choral teacher Helena have been married for many years, but they do not understand and respect the feelings and view point of the partner. Claudio sees Helena as a shopper and “little teacher of a choral” and Helena sees Claudio as an insensitive and rough man. On the night before the fiftieth anniversary of Claudio, they changed places with each other. comedy -- --"
2007,"‘Ó Paí, Ó’",3.7,96,0.17,87,"Ó Paí Ó: Look at This Monique Gardenberg During the Carnival in the historical site of Pelourinho, Salvador da Bahia, we follow the lives of the tenants of a falling-to-pieces tenement house who try to get by using creativity, irony, humor, and music. comedy music --"
2009,‘Recife Frio’,4.1,22,0.27,88,"Cold Tropics Kleber Mendonça Filho In tropical Recife, in northeastern Brazil, temperatures drop to impossible lows and the inhabitants have to adapt. This ‘mockumentary’ gradually turns critical, looking at the climate, urban development and social interaction from every angle. Does a ray of sun pierce the clouds, after all? science-fiction -- --"
2017,‘O Filme da Minha Vida’,3.4,113,0.18,89,"The Movie of My Life Selton Mello The sierras of southern Brazil, 1963. The son of an French man and a Brazilian woman, Tony is a young man with a profound love of cinema and poetry. After graduating from college he returns to his small town in rural Brazil, to find out that his father had left for good, back to France. Tony then looks for the company of his fathers friends in search of information and references of a lost male role-model. He becomes a school teacher and a male figure to kids, in an attempt to provide them with something he lacks himself. A series of developments lead him to a surprising final lead on his fathers’ whereabouts and reasons for leaving. × drama -- --"
2018,Ana e Vitória,3.0,115,0.16,90,"Ana e Vitória Matheus Souza Two girls have a chance encounter and instantly befriend. While trying to find themselves, they decide to pursue music together. music romance comedy"
2004,Olga,3.5,141,0.09,91,"Olga Jayme Monjardim Based upon the true story of Olga Benário, the German-born wife of Brazilian communist leader Luís Carlos Prestes. During the dictatorship of Getúlio Vargas (1930-1945) she was arrested and sent to Nazi Germany, where she was put to death in a concentration camp. After World War II began, Vargas decided to uphold the Allies. war history drama"
2014,‘Sinfonia da Necrópole’,3.6,85,0.27,92,"Necropolis Symphony Juliana Rojas In the city of São Paulo, the routine of gravedigger apprentice Deodato changes when a new working girl arrives at the cemetery. Together, they must re-register the abandoned tombs, but strange events make the apprentice wonder about the consequences of messing with the dead. romance music comedy"
2018,‘Temporada’,3.7,112,0.24,93,"Long Way Home André Novais Oliveira In order to take a new job as an employee in the public sanitation department, Juliana moves from the inner city of Itaúna to the metropolitan town of Contagem in Brazil. While waiting for her husband to join her, she adapts to her new life, meeting people and discovering new horizons, trying to overcome her past. drama -- --"
2018,Minha Vida em Marte,3.2,95,0.15,94,"Minha Vida em Marte Susana Garcia With the help of her best friend, Fernanda now has to deal with the perks of being married, or perhaps unmarried. romance comedy --"
2008,‘Meu Nome não é Johnny’,3.3,124,0.1,95,"My Name Ain’t Johnny Mauro Lima The true story of João Guilherme Estrella (“Johnny”), a young middle-class bon vivant who became a big-time cocaine dealer in Rio de Janeiro in the early 1990s. drama crime --"
2004,‘Cazuza: O Tempo Não Pára’,3.4,98,0.12,96,"Cazuza: Time Doesn’t Stop Walter Carvalho Inspired by the moving book “Só as Mães São Felizes”, by Lucinha Araújo, Cazuza’s mother, the film covers a little more than 10 years of the singer’s crazy and brief life – from the beginning of his career in the Circo Voador venue, in 1981, to the huge success and the apotheosis of his shows with the Barão Vermelho band, his solo career, his relations with his parents, friends, lovers and passions, and the courage he had to face his final years, with HIV, until his death, in 1990. × drama history music"
2019,‘Quebramar’,3.5,27,0.24,97,"Breakwater Cris Lyra A group of friends from São Paulo head for a secluded beach to celebrate New Year’s. Together they relax, sunbathe and make music. And they talk: about their sexuality, their bodies, their hair, their youth, their fears, certainties and uncertainties, as anyone does sometimes with good friends. Along the way, we learn a lot about contemporary Brazil. drama documentary --"
2007,‘Cidade dos Homens’,3.6,106,0.12,98,"City of Men Paulo Morelli Best buddies Acerola and Laranjinha, about to turn 18, discover things about their missing fathers’ pasts which will shatter their solid friendship, in the middle of a war between rival drug gangs from Rio’s favelas. drama -- --"
2011,‘Trabalhar Cansa’,3.6,99,0.19,99,"Hard Labor Marco Dutra With her husband having lost his job, Helena opens her own grocery store, but is soon plagued by strange occurrences. mystery fantasy drama"
2018,‘Tinta Bruta’,3.4,118,0.18,100,"Hard Paint Filipe Matzembacher Pedro earns a living in chat rooms. He transforms himself into NeonBoy in front of the webcam. Slowly, this young man dips his fingers into pots of coloured paint and glides them across his naked body. But things change when Pedro notices that somebody is imitating his performances. He agrees to go on a date with his mysterious rival. This rendezvous will have far-reaching consequences. drama -- --"
2001,‘Lavoura Arcaica’,4.0,163,0.23,101,"To the Left of the Father Luiz Fernando Carvalho The story of André, the rebel runaway son from a dominant Lebanese-Brazilian family who returns to the nest after a few years. “Lavoura Arcaica” deals with melodramatic themes of tyrannical fathers, incest and fierce family conflicts, matched by an overheated and intense visual style. drama -- --"
2013,‘Uma História de Amor e Fúria’,3.8,74,0.24,102,"Rio 2096: A Story of Love and Fury Luiz Bolognesi For six centuries, the love  story between Janaína and a native warrior. The couple survives through four stages in the history of Brazil: 1500, when the country was invaded by the Portuguese; 1800, in events during slavery; 1970, during the high point of the military dictatorship, and 2096, when there will be a war over water. science-fiction drama history"
2021,‘Confissões de Uma Garota Excluída’,2.2,91,0.06,103,"Confessions of an Invisible Girl Bruno Garotti When the clever but socially-awkward Tetê joins a new school, she’ll do anything to fit in. But the queen bee among her classmates has other ideas. comedy drama --"
1965,‘A Falecida’,4.0,96,0.28,104,"The Deceased Leon Hirszman After visiting a fortune teller, Zulmira is informed that a blonde woman will threaten her peace. After talking to her husband Toninho, she suspects that her cousin Glorinha may be that blonde. In poor health, Zulmira makes all the preparations for the day of her death and asks her unemployed husband to deal with the costs of the coffin and funeral with a man named João Guimarães Pimentel. What Tom doesn’t know is that Zulmira and this man hide some secrets that he could never imagine. × drama -- --"
2021,‘Pai em Dobro’,2.8,103,0.09,105,"Double Dad Cris D’amato While her mom is away, a teen sneaks out of the hippie commune where she lives and embarks on a life-changing adventure to discover who her father is. comedy drama family"
2019,‘Babenco - Alguém Tem que Ouvir o Coração e Dizer: Parou’,3.8,74,0.26,106,"Babenco: Tell Me When I Die Bárbara Paz Besieged by cancer and nearing the end, the genius Argentine-Brazilian filmmaker Héctor Babenco (1946-2016) asks Bárbara Paz, his wife, for one last wish: to be the protagonist of his own death. documentary -- --"
